Id,No_REG,event_date,Y,Season,Y-M,cod_mun,Dep,Prov,Mun,Comun,N_comun,p_afect,f_afect,Hec_agr,N_cattle,days,POBLACION,MacroRegID,MacroReg
"6660",2007-03485,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Pasuja Ollumata,"1","190","38",0,0,NaN,11290,"7",Altiplano
"6661",2007-03486,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Quilumbaya,"1","350","70",0,0,NaN,11290,"7",Altiplano
"6662",2007-03487,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Belén Pasuja,"1","480","96",0,0,NaN,11290,"7",Altiplano
"6663",2007-03488,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Totorani,"1","240","48",0,0,NaN,11290,"7",Altiplano
"6664",2007-03489,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Purapurani,"1","205","41",0,0,NaN,11290,"7",Altiplano
"6665",2007-03490,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,"Chapia, Achulni, Titata Primero","3","185","37",0,0,NaN,11290,"7",Altiplano
"6666",2007-03491,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Sallacucho,"1","360","72",0,0,NaN,11290,"7",Altiplano
"6667",2007-03492,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Faluyo,"1","100","20",0,0,NaN,11290,"7",Altiplano
"6668",2007-03493,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Tagachi,"1","160","32",0,0,NaN,11290,"7",Altiplano
"6669",2007-03494,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Orurillo Grande,"1","175","35",0,0,NaN,11290,"7",Altiplano
"6670",2007-03495,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Paquechani,"1","240","48",0,0,NaN,11290,"7",Altiplano
"6671",2007-03496,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Unahuaya,"1","120","24",0,0,NaN,11290,"7",Altiplano
"6672",2007-03497,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Titata,"1","225","45",0,0,NaN,11290,"7",Altiplano
"6673",2007-03498,27/07/2007,"2007",JJA,Jul-2007,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Calangachi Grande,"1","245","49",0,0,NaN,11290,"7",Altiplano
"6675",2007-03500,30/07/2007,"2007",JJA,Jul-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,"Cayllachuro, Circa Cruzani, San Felipe de Challa","3","1315","263",0,0,NaN,8858,"7",Altiplano
"6678",2007-03503,13/08/2007,"2007",JJA,Aug-2007,"21202",La Paz,Los Andes,Laja,Yanamuyo Bajo,"1","395","79",0,0,NaN,24531,"7",Altiplano
"6682",2007-03507,27/08/2007,"2007",JJA,Aug-2007,"21003",La Paz,Inquisivi,Cajuata,"Siquimirani, Puente Alegre","2","0","0",0,0,NaN,10458,"1",Yungas_Chapare
"6705",2007-03530,20/09/2007,"2007",SON,Sep-2007,"70903",Santa Cruz,Florida,Mairana,Pozuelo,"1","180","36",0,0,NaN,10177,"2",Valles
"6706",2007-03531,20/09/2007,"2007",SON,Sep-2007,"70903",Santa Cruz,Florida,Mairana,Sivingal,"1","80","16",0,0,NaN,10177,"2",Valles
"6707",2007-03532,20/09/2007,"2007",SON,Sep-2007,"70903",Santa Cruz,Florida,Mairana,La Collpa,"1","155","31",0,0,NaN,10177,"2",Valles
"6708",2007-03533,20/09/2007,"2007",SON,Sep-2007,"70903",Santa Cruz,Florida,Mairana,Venadillo,"1","145","29",0,0,NaN,10177,"2",Valles
"6709",2007-03534,20/09/2007,"2007",SON,Sep-2007,"70903",Santa Cruz,Florida,Mairana,Villa Copacabana,"1","50","10",0,0,NaN,10177,"2",Valles
"6710",2007-03535,20/09/2007,"2007",SON,Sep-2007,"70903",Santa Cruz,Florida,Mairana,Villa Ecce Homo,"1","90","18",0,0,NaN,10177,"2",Valles
"6711",2007-03536,20/09/2007,"2007",SON,Sep-2007,"70903",Santa Cruz,Florida,Mairana,Piedra Banda,"1","30","6",0,0,NaN,10177,"2",Valles
"6712",2007-03537,20/09/2007,"2007",SON,Sep-2007,"70903",Santa Cruz,Florida,Mairana,Bella Vista,"1","70","14",0,0,NaN,10177,"2",Valles
"6713",2007-03538,20/09/2007,"2007",SON,Sep-2007,"70903",Santa Cruz,Florida,Mairana,Mendiola,"1","125","25",0,0,NaN,10177,"2",Valles
"6739",2007-03564,09/10/2007,"2007",SON,Oct-2007,"70707",Santa Cruz,Cordillera,Boyuibe,"Tipirenda, Tacuarenda, Camatindy, Pozo Monte, Pueblo, Yacareta, Tuquirito, Curayiqui, Pueblo Nuevo, Choroquetal, Chañaral, El Pailón, Buen Retiro","13","2260","452",0,31,NaN,5087,"5",Chaco
"6742",2007-03567,10/10/2007,"2007",SON,Oct-2007,"90401",Pando,Abuná,Santa Rosa del Abuná,Bienvenidos,"1","300","60",0,0,NaN,2395,"6",Amazonia
"6748",2007-03573,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Coltipujo,"1","30","6",0,0,NaN,9879,"7",Altiplano
"6749",2007-03574,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Yaurechambi,"1","45","9",0,0,NaN,9879,"7",Altiplano
"6750",2007-03575,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Yunguyo,"1","20","4",0,0,NaN,9879,"7",Altiplano
"6751",2007-03576,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Machacallpa,"1","25","5",0,0,NaN,9879,"7",Altiplano
"6752",2007-03577,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Wañoco,"1","30","6",0,0,NaN,9879,"7",Altiplano
"6753",2007-03578,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Cerco,"1","20","4",0,0,NaN,9879,"7",Altiplano
"6754",2007-03579,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Guacayo,"1","25","5",0,0,NaN,9879,"7",Altiplano
"6755",2007-03580,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Jalanta,"1","25","5",0,0,NaN,9879,"7",Altiplano
"6756",2007-03581,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Panacachi,"1","35","7",0,0,NaN,9879,"7",Altiplano
"6757",2007-03582,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Jachamarca,"1","40","8",0,0,NaN,9879,"7",Altiplano
"6758",2007-03583,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Taquecha,"1","25","5",0,0,NaN,9879,"7",Altiplano
"6759",2007-03584,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Isquillani,"1","30","6",0,0,NaN,9879,"7",Altiplano
"6760",2007-03585,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Jancopacha,"1","30","6",0,0,NaN,9879,"7",Altiplano
"6761",2007-03586,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Pallani,"1","25","5",0,0,NaN,9879,"7",Altiplano
"6762",2007-03587,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Chicachata,"1","15","3",0,0,NaN,9879,"7",Altiplano
"6763",2007-03588,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Guitarrire,"1","25","5",0,0,NaN,9879,"7",Altiplano
"6764",2007-03589,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Iscacaripe,"1","20","4",0,0,NaN,9879,"7",Altiplano
"6765",2007-03590,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Carayillque,"1","20","4",0,0,NaN,9879,"7",Altiplano
"6766",2007-03591,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Sancayuri,"1","15","3",0,0,NaN,9879,"7",Altiplano
"6767",2007-03592,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Cantón Laguna Blanca,"1","240","48",0,0,NaN,9879,"7",Altiplano
"6768",2007-03593,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,2da Zona L.Blanca,"1","280","56",0,0,NaN,9879,"7",Altiplano
"6769",2007-03594,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,1ra Zona L. Blanca,"1","195","39",0,0,NaN,9879,"7",Altiplano
"6770",2007-03595,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Huariscata,"1","295","59",0,0,NaN,9879,"7",Altiplano
"6771",2007-03596,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Wariscata,"1","605","121",0,0,NaN,9879,"7",Altiplano
"6772",2007-03597,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Okhoruro,"1","535","107",0,0,NaN,9879,"7",Altiplano
"6773",2007-03598,18/10/2007,"2007",SON,Oct-2007,"20303",La Paz,Pacajes,Calacoto,Kachuru,"1","465","93",0,0,NaN,9879,"7",Altiplano
"6778",2007-03603,28/10/2007,"2007",SON,Oct-2007,"30202",Cochabamba,Narciso Campero,Pasorapa,Varias comunidades,"-1","0","0",0,0,NaN,6853,"2",Valles
"6779",2007-03604,28/10/2007,"2007",SON,Oct-2007,"41202",Oruro,Sud Carangas,Belen de Andamarca,Cantón E.Avaroa,"1","125","25",1000,0,NaN,2016,"7",Altiplano
"6780",2007-03605,28/10/2007,"2007",SON,Oct-2007,"40103",Oruro,Cercado,El Choro,Kehualluni,"1","150","30",100,0,NaN,8725,"7",Altiplano
"6781",2007-03606,28/10/2007,"2007",SON,Oct-2007,"41001",Oruro,Saucari,Toledo,Río Florida Quisca,"1","150","30",1700,0,NaN,10149,"7",Altiplano
"6782",2007-03607,28/10/2007,"2007",SON,Oct-2007,"40402",Oruro,Sajama,Turco,Turco,"1","165","33",1500,0,NaN,5207,"7",Altiplano
"6790",2007-03615,30/10/2007,"2007",SON,Oct-2007,"80101",Beni,Cercado,Trinidad,"Barrios Villa Monasterio, Pantanal, Venecia, Plataforma, San Pedro Dos, zona 13 de abril, Trinidad","7","0","0",0,0,NaN,106596,"3",Llanuras_Sabanas
"6794",2007-03619,01/11/2007,"2007",SON,nov-07,"70707",Santa Cruz,Cordillera,Boyuibe,Todo el Municipio,"1","3510","702",0,40,NaN,5087,"5",Chaco
"6795",2007-03620,01/11/2007,"2007",SON,nov-07,"70702",Santa Cruz,Cordillera,Charagua,Todo el Municipio,"1","3000","600",0,30,NaN,32186,"5",Chaco
"6797",2007-03622,02/11/2007,"2007",SON,nov-07,"60301",Tarija,Gran Chaco,Yacuiba,Todo el Municipio,"1","3000","600",0,40,NaN,92245,"5",Chaco
"6802",2007-03627,10/11/2007,"2007",SON,nov-07,"21502",La Paz,Abel Iturralde,San Buenaventura,San José de Uchupiamonas,"1","390","78",0,0,NaN,8711,"6",Amazonia
"6804",2007-03629,14/11/2007,"2007",SON,nov-07,"41201",Oruro,Sud Carangas,Santiago de Andamarca,E. Avaroa,"1","125","25",2000,0,NaN,5216,"7",Altiplano
"6805",2007-03630,15/11/2007,"2007",SON,nov-07,"40103",Oruro,Cercado,El Choro,La Joya,"1","985","197",300,0,NaN,8725,"7",Altiplano
"6806",2007-03631,15/11/2007,"2007",SON,nov-07,"41401",Oruro,Sebastian Pagador,Santiago de Huari,Huari,"1","2585","517",10000,0,NaN,13897,"7",Altiplano
"6897",2007-03324,31/08/2009,"2007",JJA,Aug-2009,"20201",La Paz,Omasuyos,Achacachi,"Tairo Alto, Tajara Achacachi, Chilaya Kencolaya, Kalapampa, Corpa Chilaya, Chilaya Grande, Huancarani, Centro Sancajpata, Huatajata, Chilaya Chico Ampa, Jacha Tajara, Soncachi Chico.","12","10935","2187",5051,0,"60",46058,"7",Altiplano
"6898",2007-03321,30/09/2011,"2007",SON,Sep-2011,"20201",La Paz,Omasuyos,Achacachi,"Soncachi Chico, Centro Chilaya","2","2520","504",350,0,"15",46058,"7",Altiplano
"6915",2008-01018,27/07/2007,"2008",JJA,Jul-2007,"20201",La Paz,Omasuyos,Achacachi,"Visalaya Baja, Alta Centro, Cayacoto, Karapata","4","0","0",0,0,NaN,46058,"7",Altiplano
"7626",2008-00730,12/02/2008,"2008",DJF,feb-08,"50901",Potosi,Nor Lipez,"Colcha ""K""",Varias comunidades,"-1","0","0",947,0,NaN,12997,"7",Altiplano
"7638",2008-00742,12/02/2008,"2008",DJF,feb-08,"50902",Potosi,Nor Lipez,San Pedro de Quemes,Varias comunidades,"-1","0","0",120,0,NaN,1060,"7",Altiplano
"7663",2008-00767,12/02/2008,"2008",DJF,feb-08,"70602",Santa Cruz,Sara,Santa Rosa del Sara,"Palacios Santa Rosa, Santa Rosa","2","600","120",0,0,NaN,19217,"4",Chiquitania
"7664",2008-00768,12/02/2008,"2008",DJF,feb-08,"70602",Santa Cruz,Sara,Santa Rosa del Sara,Loma Alta,"1","250","50",0,0,NaN,19217,"4",Chiquitania
"7665",2008-00769,12/02/2008,"2008",DJF,feb-08,"70602",Santa Cruz,Sara,Santa Rosa del Sara,4 de Marzo primera faja,"1","100","20",0,0,NaN,19217,"4",Chiquitania
"7666",2008-00770,12/02/2008,"2008",DJF,feb-08,"70602",Santa Cruz,Sara,Santa Rosa del Sara,"Los Tajibos, San Andres, Planchada II, Virgen de Guadalupe, 2 de Agosto, El Carmen","6","605","121",0,0,NaN,19217,"4",Chiquitania
"7921",2008-01032,18/02/2008,"2008",DJF,feb-08,"20401",La Paz,Eliodoro Camacho,Puerto Acosta,Cusia,"1","215","43",0,0,NaN,11290,"7",Altiplano
"8075",2008-01186,26/02/2008,"2008",DJF,feb-08,"70704",Santa Cruz,Cordillera,Cuevo,Varias comunidades,"-1","3250","650",0,0,NaN,5052,"5",Chaco
"8279",2008-01391,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Llanga Belén,"1","235","47",0,0,NaN,8903,"7",Altiplano
"8280",2008-01392,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Tola Circa,"1","215","43",0,0,NaN,8903,"7",Altiplano
"8281",2008-01393,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Iñacamaya,"1","280","56",0,0,NaN,8903,"7",Altiplano
"8282",2008-01394,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,San José Llanga,"1","110","22",0,0,NaN,8903,"7",Altiplano
"8283",2008-01395,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Kallunimaya,"1","130","26",0,0,NaN,8903,"7",Altiplano
"8284",2008-01396,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Laurani Puchuni,"1","185","37",0,0,NaN,8903,"7",Altiplano
"8285",2008-01397,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Mahucani,"1","135","27",0,0,NaN,8903,"7",Altiplano
"8286",2008-01398,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Curuni,"1","110","22",0,0,NaN,8903,"7",Altiplano
"8287",2008-01399,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Cacajiaññp,"1","170","34",0,0,NaN,8903,"7",Altiplano
"8288",2008-01400,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Carachuyo,"1","125","25",0,0,NaN,8903,"7",Altiplano
"8289",2008-01401,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Sirujiri,"1","210","42",0,0,NaN,8903,"7",Altiplano
"8290",2008-01402,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Iñacamaya,"1","350","70",0,0,NaN,8903,"7",Altiplano
"8291",2008-01403,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Iramaya,"1","110","22",0,0,NaN,8903,"7",Altiplano
"8292",2008-01404,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Maca Pueblo,"1","155","31",0,0,NaN,8903,"7",Altiplano
"8293",2008-01405,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Villa Cairiri,"1","150","30",0,0,NaN,8903,"7",Altiplano
"8294",2008-01406,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Toloma,"1","170","34",0,0,NaN,8903,"7",Altiplano
"8295",2008-01407,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Romero Pampa,"1","135","27",0,0,NaN,8903,"7",Altiplano
"8296",2008-01408,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Finaya,"1","100","20",0,0,NaN,8903,"7",Altiplano
"8297",2008-01409,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Sallacirca,"1","210","42",0,0,NaN,8903,"7",Altiplano
"8298",2008-01410,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Caylla Huancarama,"1","195","39",0,0,NaN,8903,"7",Altiplano
"8299",2008-01411,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Vinto Coopani,"1","225","45",0,0,NaN,8903,"7",Altiplano
"8300",2008-01412,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Vilaque,"1","75","15",0,0,NaN,8903,"7",Altiplano
"8301",2008-01413,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Chapicollo Lique,"1","85","17",0,0,NaN,8903,"7",Altiplano
"8302",2008-01414,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Pomposillo,"1","130","26",0,0,NaN,8903,"7",Altiplano
"8303",2008-01415,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,A. Huancarama,"1","160","32",0,0,NaN,8903,"7",Altiplano
"8304",2008-01416,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Condoromaya,"1","160","32",0,0,NaN,8903,"7",Altiplano
"8305",2008-01417,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Cayllachuro,"1","150","30",0,0,NaN,8903,"7",Altiplano
"8306",2008-01418,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Vituy Vinto,"1","140","28",0,0,NaN,8903,"7",Altiplano
"8307",2008-01419,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Huayllani,"1","160","32",0,0,NaN,8903,"7",Altiplano
"8308",2008-01420,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Cultani,"1","115","23",0,0,NaN,8903,"7",Altiplano
"8309",2008-01421,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Niquela,"1","90","18",0,0,NaN,8903,"7",Altiplano
"8310",2008-01422,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Huacallia,"1","125","25",0,0,NaN,8903,"7",Altiplano
"8311",2008-01423,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Villa Tolerani,"1","250","50",0,0,NaN,8903,"7",Altiplano
"8312",2008-01424,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Santiago Lupipi,"1","85","17",0,0,NaN,8903,"7",Altiplano
"8313",2008-01425,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Chirijiri,"1","80","16",0,0,NaN,8903,"7",Altiplano
"8314",2008-01426,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,San Miguel de Copani,"1","205","41",0,0,NaN,8903,"7",Altiplano
"8315",2008-01427,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Llujturi,"1","80","16",0,0,NaN,8903,"7",Altiplano
"8316",2008-01428,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Kellwiri,"1","145","29",0,0,NaN,8903,"7",Altiplano
"8317",2008-01429,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Omacuro,"1","160","32",0,0,NaN,8903,"7",Altiplano
"8318",2008-01430,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Umachuco,"1","95","19",0,0,NaN,8903,"7",Altiplano
"8319",2008-01431,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Huayllaroco,"1","150","30",0,0,NaN,8903,"7",Altiplano
"8320",2008-01432,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Iramaya,"1","105","21",0,0,NaN,8903,"7",Altiplano
"8321",2008-01433,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Alto Calacachi,"1","140","28",0,0,NaN,8903,"7",Altiplano
"8322",2008-01434,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Chancahuayto,"1","180","36",0,0,NaN,8903,"7",Altiplano
"8323",2008-01435,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Puracaña,"1","110","22",0,0,NaN,8903,"7",Altiplano
"8324",2008-01436,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Jiska Churo,"1","280","56",0,0,NaN,8903,"7",Altiplano
"8325",2008-01437,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Circa,"1","195","39",0,0,NaN,8903,"7",Altiplano
"8326",2008-01438,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,San José Llanga,"1","100","20",0,0,NaN,8903,"7",Altiplano
"8327",2008-01439,13/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Thola Thia,"1","105","21",0,0,NaN,8903,"7",Altiplano
"8373",2008-01485,20/03/2008,"2008",MAM,mar-08,"21301",La Paz,Aroma,Sica Sica,Tarucamarca,"1","430","86",0,0,NaN,31312,"7",Altiplano
"8401",2008-01513,21/03/2008,"2008",MAM,mar-08,"21301",La Paz,Aroma,Sica Sica,Machamarca Sud,"1","310","62",0,0,NaN,31312,"7",Altiplano
"8402",2008-01514,21/03/2008,"2008",MAM,mar-08,"21301",La Paz,Aroma,Sica Sica,Angostura,"1","0","0",0,0,NaN,31312,"7",Altiplano
"8403",2008-01515,21/03/2008,"2008",MAM,mar-08,"21301",La Paz,Aroma,Sica Sica,Llojlla Grande,"1","160","32",0,0,NaN,31312,"7",Altiplano
"8404",2008-01516,22/03/2008,"2008",MAM,mar-08,"21306",La Paz,Aroma,Colquencha,Kollu Huma,"1","365","73",0,0,NaN,9879,"7",Altiplano
"8425",2008-01537,26/03/2008,"2008",MAM,mar-08,"21302",La Paz,Aroma,Umala,Vilaque,"1","340","68",0,0,NaN,8903,"7",Altiplano
"8519",2008-01631,06/04/2008,"2008",MAM,apr-08,"20502",La Paz,Muñecas,Ayata,Chocorosi,"1","195","39",0,0,NaN,8410,"1",Yungas_Chapare
"8906",2008-02018,16/07/2008,"2008",JJA,Jul-2008,"21005",La Paz,Inquisivi,Ichoca,Sayaquira,"1","115","23",0,0,NaN,7913,"2",Valles
"8907",2008-02019,16/07/2008,"2008",JJA,Jul-2008,"90401",Pando,Abuná,Santa Rosa del Abuná,Vista Hermosa,"1","690","138",0,0,NaN,2395,"6",Amazonia
"8910",2008-02022,19/07/2008,"2008",JJA,Jul-2008,"21005",La Paz,Inquisivi,Ichoca,Capital Ichoca,"1","385","77",0,0,NaN,7913,"2",Valles
"8911",2008-02023,20/07/2008,"2008",JJA,Jul-2008,"21005",La Paz,Inquisivi,Ichoca,Fusil Choro,"1","85","17",0,0,NaN,7913,"2",Valles
"8912",2008-02024,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Canqui Grande,"1","185","37",0,0,NaN,14717,"1",Yungas_Chapare
"8913",2008-02025,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Vilacota,"1","90","18",0,0,NaN,14717,"1",Yungas_Chapare
"8914",2008-02026,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Inquisivi,"1","165","33",0,0,NaN,14717,"1",Yungas_Chapare
"8915",2008-02027,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Chiji,"1","145","29",0,0,NaN,14717,"1",Yungas_Chapare
"8916",2008-02028,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Titi Pacha,"1","155","31",0,0,NaN,14717,"1",Yungas_Chapare
"8917",2008-02029,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Canqui Chico,"1","380","76",0,0,NaN,14717,"1",Yungas_Chapare
"8918",2008-02030,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Tia Canqui,"1","105","21",0,0,NaN,14717,"1",Yungas_Chapare
"8919",2008-02031,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Sita,"1","160","32",0,0,NaN,14717,"1",Yungas_Chapare
"8920",2008-02032,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Machacamarca,"1","110","22",0,0,NaN,14717,"1",Yungas_Chapare
"8921",2008-02033,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Chillcani,"1","235","47",0,0,NaN,14717,"1",Yungas_Chapare
"8922",2008-02034,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Frutillani,"1","95","19",0,0,NaN,14717,"1",Yungas_Chapare
"8923",2008-02035,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Copacabana,"1","155","31",0,0,NaN,14717,"1",Yungas_Chapare
"8924",2008-02036,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Pinoloma,"1","135","27",0,0,NaN,14717,"1",Yungas_Chapare
"8925",2008-02037,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Alischoro,"1","65","13",0,0,NaN,14717,"1",Yungas_Chapare
"8926",2008-02038,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Paquipaquine,"1","85","17",0,0,NaN,14717,"1",Yungas_Chapare
"8927",2008-02039,20/07/2008,"2008",JJA,Jul-2008,"21001",La Paz,Inquisivi,Inquisivi,Pacopampa,"1","70","14",0,0,NaN,14717,"1",Yungas_Chapare
"8928",2008-02040,20/07/2008,"2008",JJA,Jul-2008,"21006",La Paz,Inquisivi,Villa Libertad (Licoma),Chaqueri,"1","80","16",0,0,NaN,5488,"1",Yungas_Chapare
